Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Item Code,Item Description,HSN Code,Batch Number,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090000773,ZDOM,1000,1000,,,18-12-2023,DI2312700052,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,KG,5.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,500.00,100.00,500.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,test,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,27d5be906fc973220aa264dd4c6522d25a96793fe4e035c93c53872f217f6ccb,152310022700661,,,,0.00,,,,,
0090000774,ZDOM,1000,1000,,,18-12-2023,DI2312700053,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"5,555.60",3.00,166.67,"5,388.93",0.00,0.00,"5,388.93",12.00,646.67,0.00,0.00,0.00,0.00,646.67,0.00,0.00,0.40,"6,036.00",TEST,18-12-2023,,,,"14 days 2%, 30 net",0,60.500,10,01,Pharma Product,,,,,004,Ethical,6278b290a5a287cc44cf4531ebe4c64d7fe6574eef20f80cb874cde2bb00b001,152310022701077,,,,0.00,,,,,
0090000774,ZDOM,1000,1000,,,18-12-2023,DI2312700053,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,5.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,555.60,100.00,555.60,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,TEST,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,6278b290a5a287cc44cf4531ebe4c64d7fe6574eef20f80cb874cde2bb00b001,152310022701077,,,,0.00,,,,,
0090000775,ZDOM,1000,1000,,,18-12-2023,DI2312700054,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,50.000,Sales,15.11.2021,30.11.2025,1.00,310,100.00,100.00,"5,555.60",3.00,166.67,"5,388.93",0.00,0.00,"5,388.93",12.00,646.67,0.00,0.00,0.00,0.00,646.67,0.00,0.00,0.40,"6,036.00",tets,18-12-2023,,,,"14 days 2%, 30 net",0,60.500,10,01,Pharma Product,,,,,004,Ethical,60b00a359a9d60e787c45907ab000bd7ffe5d089b7c23a6cc4c6b04c62cc4f95,152310022701004,,,,0.00,,,,,
0090000775,ZDOM,1000,1000,,,18-12-2023,DI2312700054,,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,10000018,9M PHARMALOGIC PRIVATE LIMITED,AABCZ3236B,27AABCZ3236B1ZM,27,Maharashtra,zzzzdistrict,PUNE,10000018,9M PHARMALOGIC PRIVATE LIMITED,004,Ethical,1400000002,Cipronir,30049099,0000000121,PC,5.000,Free,15.11.2021,30.11.2025,1.00,310,100.00,100.00,555.60,100.00,555.60,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,tets,18-12-2023,,,,"14 days 2%, 30 net",0,0.000,10,01,Pharma Product,,,,,004,Ethical,60b00a359a9d60e787c45907ab000bd7ffe5d089b7c23a6cc4c6b04c62cc4f95,152310022701004,,,,0.00,,,,,
0090000785,ZDOM,1000,1101,,,22-12-2023,DI2310200006,90000028,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,0.300,Sales,24.11.2021,24.11.2024,1.00,,,50.00,16.65,10.00,1.67,14.98,0.00,0.00,14.98,18.00,2.70,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.32,18.00,Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,0.330,10,01,Pharma Product,,,,,004,Ethical,c9deed67bdccb95039dc71f458a3c122ca3b0b20017b7f4f151cbcf10c73a988,152310022713249,,,,0.00,,,,,
0090000786,ZDOM,1000,1101,,,22-12-2023,DI2310200007,90000029,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,31.00,"3,100.00",10.00,310.00,"2,790.00",0.00,0.00,"2,790.00",18.00,502.20,0.00,0.00,0.00,0.00,502.20,0.00,0.00,-0.20,"3,292.00",Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,f7e4f6906ffa754f1de854f8c44a941d8a1863d25f4b1d4f8dc87df13ddac2c2,152310022713407,,,,0.00,,,,,
0090000787,ZDOM,1000,1101,,,22-12-2023,DI2310200008,90000030,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,50.00,555.55,10.00,55.56,499.99,0.00,0.00,499.99,18.00,90.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.01,590.00,Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,fce30b016c73b881ed4d9ba18ab8b380bbd1fd888f2300954f9aee41cf9f2e79,152310022714983,,,,0.00,,,,,
0090000788,ZECI,1000,1101,,,22-12-2023,EX2310200006,90000031,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,17.50,175.00,0.00,0.00,175.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,SAPMMIT,18-12-2023,,,,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,ddde5a96ff41122297bda7602ca21cc10973c710399139492825c5f64c7ea10b,152310022717689,,,,0.00,,,0000005432,ANANTAPUR,
0090000789,ZECI,1000,1101,,,22-12-2023,EX2310200007,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,BR,Beau-BassinRose-Hill,,BEAU-BASSIN,20000009,LINEA PHARMACEUTICALS (INT) LTD.,,,1400000018,AB DOLE 400 TABLET (10X10X1) Injections,30041090,CHAGT00001,EA,10.000,Sales,31.10.2023,30.09.2025,70.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tesing for ZPR0,22-12-2023,,,,50% Adv. & 50% before Dispatch,0,1.100,20,01,Pharma Product,O001,Mumbai Sales Office,G03,Exports,,,,,,,,0.00,,,,,
0090000790,ZDOM,1000,1101,,,22-12-2023,DI2310200009,90000032,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,51.00,510.00,10.00,51.00,459.00,0.00,0.00,459.00,18.00,82.62,0.00,0.00,0.00,0.00,82.62,0.00,0.00,0.38,542.00,Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000791,S1,1000,1101,,,22-12-2023,DI2310200009,100000007,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,51.00,-510.00,10.00,-51.00,-459.00,0.00,0.00,-459.00,18.00,-82.62,0.00,0.00,0.00,0.00,-82.62,0.00,0.00,0.38,-542.00,Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000792,ZDOM,1000,1101,,,22-12-2023,DI2310200010,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tesing for ZPR0,22-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000795,ZDOM,1000,1101,,,23-12-2023,DI2310200011,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tesing for ZPR0,23-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000799,ZDOM,1000,1101,,,25-12-2023,DI2310200012,90000033,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,34.00,340.00,10.00,34.00,306.00,0.00,0.00,306.00,18.00,55.08,0.00,0.00,0.00,0.00,55.08,0.00,0.00,-0.08,361.00,Tesing for ZPR0,25-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,23532d0d5a011ac4a0616a96b24aee9d21d9d0cab712edce294c049beadc8f03,152310022723680,,,,0.00,,,,,
0090000800,ZDOM,1000,1101,,,25-12-2023,DI2310200013,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tesing for ZPR0,25-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,,,,,,0.00,,,,,
0090000801,ZDOM,1000,1101,,,25-12-2023,DI2310200014,90000034,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,10000041,SHANTI SURGICAL STORES,ABWPJ2902P,09ABWPJ2902P1ZY,09,Uttar Pradesh,,VARANASI,10000041,SHANTI SURGICAL STORES,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,10.000,Sales,24.11.2021,24.11.2024,1.00,,,29.00,290.00,10.00,29.00,261.00,0.00,0.00,261.00,18.00,46.98,0.00,0.00,0.00,0.00,46.98,0.00,0.00,0.02,308.00,Tesing for ZPR0,25-12-2023,,,,"14 days 2%, 30 net",0,11.000,10,01,Pharma Product,,,,,004,Ethical,40ae4f4e292a4cd21c51360b7675fa32d6c97d4568efe6dfc02b207da6b1e571,152310022723714,,,,0.00,,,,,
0090000802,ZDOM,1000,1101,,,25-12-2023,DI2310200015,90000035,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,8.000,Sales,24.11.2021,24.11.2024,1.00,,,100.00,888.90,105.00,844.45,44.45,0.00,0.00,44.45,12.00,5.33,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.22,50.00,SAPMMIT,25-12-2023,,,,90 Days after date of invoice,0,11.000,10,01,Pharma Product,,,,,004,Ethical,7c767b74bed2a4ba4d3c0edd1cf24059f9ef3458d70f278197a29f3cf9f86f33,152310022723769,,,,0.00,,,E0410,A00176,
0090000802,ZDOM,1000,1101,,,25-12-2023,DI2310200015,90000035,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,2.000,Free,24.11.2021,24.11.2024,1.00,,,100.00,222.20,100.00,222.20,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,SAPMMIT,25-12-2023,,,,90 Days after date of invoice,0,0.000,10,01,Pharma Product,,,,,004,Ethical,7c767b74bed2a4ba4d3c0edd1cf24059f9ef3458d70f278197a29f3cf9f86f33,152310022723769,,,,0.00,,,E0410,A00176,
0090000803,ZDOM,1000,1101,,,25-12-2023,DI2310200016,90000036,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,8.000,Sales,24.11.2021,24.11.2024,1.00,,,100.00,888.90,105.00,844.45,44.45,0.00,0.00,44.45,12.00,5.33,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.22,50.00,SAPMMIT,25-12-2023,CH69E0199,ASDK2512,AISHWARYA TEST VENDOR 6,90 Days after date of invoice,0,11.000,10,01,Pharma Product,,,,,004,Ethical,d89669d6b5cfb3b38dd0351b4b0fc27702455c864b6458cc0b37d2106a0862f3,152310022723787,581008897422,1274,,0.00,,,E0223,A00180,
0090000803,ZDOM,1000,1101,,,25-12-2023,DI2310200016,90000036,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,10000008,4S HITECH PHARMA,AJOPK2071J,29AJOPK2071J1ZU,29,Karnataka,,BANGALORE WEST,10000008,4S HITECH PHARMA,004,Ethical,1400000002,Cipronir,30049099,0000000103,PC,2.000,Free,24.11.2021,24.11.2024,1.00,,,100.00,222.20,100.00,222.20,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,SAPMMIT,25-12-2023,CH69E0199,ASDK2512,AISHWARYA TEST VENDOR 6,90 Days after date of invoice,0,0.000,10,01,Pharma Product,,,,,004,Ethical,d89669d6b5cfb3b38dd0351b4b0fc27702455c864b6458cc0b37d2106a0862f3,152310022723787,581008897422,1274,,0.00,,,E0223,A00180,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000066,MATERIAL 1,30049099,ZZZZZ066,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,66.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,600.00",,,,,AISHWARYA TEST VENDOR 6,,60,"1,320.000",30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000067,MATERIAL 2,30049099,ZZZZZ067,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,67.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,700.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000068,MATERIAL 3,30049099,ZZZZZ068,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,68.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,800.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000069,MATERIAL 4,30049099,ZZZZZ069,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,69.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,900.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000070,MATERIAL 5,30049099,ZZZZZ070,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,70.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,"7,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,000.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000071,MATERIAL 6,30049099,ZZZZZ071,EA,"1,000.000",Sales,01.01.2023,31.12.2024,1.00,,,71.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,"7,100.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,100.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000066,MATERIAL 1,30049099,XXXXX066,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,66.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,"6,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,600.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000067,MATERIAL 2,30049099,XXXXX067,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,67.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,"6,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,700.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000068,MATERIAL 3,30049099,XXXXX068,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,68.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,"6,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,800.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
0090000804,ZST2,1000,1101,,,25-12-2023,DI2310200017,90000037,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,1101,Aishwarya Healthcare Baddi,AAOFA1208J,02AAOFA1208J1ZV,02,Himachal Pradesh,Solan,Baddi,1101,Aishwarya Healthcare Baddi,004,Ethical,1400000069,MATERIAL 4,30049099,XXXXX069,EA,"1,000.000",Sales,01.11.2023,31.10.2025,1.00,,,69.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,"6,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,900.00",,,,,AISHWARYA TEST VENDOR 6,,0,0.000,30,01,Pharma Product,,,,,004,Ethical,,,,1275,,0.00,,,,,
