Customer Code,Customer Name,Customer Group,Profit Center,Document No.,Document Type,Invoice Date,Due Date,Reference No.,Reference Date,Balanace Due,Due Days,Doubtful Debt,Not Due,Billing Type,Sales Group,Sales Organization,Division,Billing Document,000to30Days,31to60Days,61to90Days,91to120Days,121to150Days,151to180Days,Above 180 Days,Legal,Written Off
0010008261,NANDINI ENTERPRISES,Ex,0000001101,0400001627,UE,,19-07-2016,750,19-07-2016,"6,741.00","2,801","6,741.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"6,741.00",,0.00
0010008261,NANDINI ENTERPRISES,Ex,0000001101,0400001628,UE,,19-07-2016,751,19-07-2016,"34,774.00","2,801","34,774.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"34,774.00",,0.00
0010008261,NANDINI ENTERPRISES,Ex,0000001101,0400001629,UE,,19-07-2016,752,19-07-2016,"36,886.00","2,801","36,886.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"36,886.00",,0.00
0010003672,NEW SHARMA ENTERPRISES,IV,0000001101,0400001630,UE,,31-07-2019,793,31-07-2019,"56,448.00","1,694","56,448.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"56,448.00",,0.00
0010003284,PHARMA SALES CORPORATION,IV,0000001101,0400001633,UE,,28-08-2015,867,28-08-2015,"21,188.00","3,127","21,188.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"21,188.00",,0.00
0010008143,P & J PHARMACEUTICALS,Ex,0000001101,0400001634,UE,,12-08-2019,867,12-08-2019,"11,872.00","1,682","11,872.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,872.00",,0.00
0010003646,NEW LIFE PHARMA,IV,0000001101,0400001635,UE,,20-09-2018,900,20-09-2018,"1,10,746.00","2,008","1,10,746.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,10,746.00",,0.00
0010003284,PHARMA SALES CORPORATION,IV,0000001101,0400001636,UE,,12-08-2016,911,12-08-2016,"11,222.00","2,777","11,222.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,222.00",,0.00
0010002595,SAI SRI MEDICALS,CC,0000001101,0400001637,UE,,28-10-2020,934,28-10-2020,"32,550.00","1,239","32,550.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"32,550.00",,0.00
0010004560,MARUDHARS,IV,0000001101,0400001638,UE,,28-10-2020,935,28-10-2020,"5,650.00","1,239","5,650.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"5,650.00",,0.00
0010003646,NEW LIFE PHARMA,IV,0000001101,0400001639,UE,,08-09-2015,952,08-09-2015,"31,483.00","3,116","31,483.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"31,483.00",,0.00
0010003284,PHARMA SALES CORPORATION,IV,0000001101,0400001641,UE,,12-09-2015,980,12-09-2015,"14,717.00","3,112","14,717.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"14,717.00",,0.00
0010003284,PHARMA SALES CORPORATION,IV,0000001101,0400001642,UE,,15-09-2015,997,15-09-2015,"10,290.00","3,109","10,290.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"10,290.00",,0.00
0020000047,JONGOLA ENTERPRISES LDA,IV,0000001101,0400001719,UE,,31-03-2017,CBALANCE,31-03-2017,"23,55,100.00","2,546","23,55,100.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"23,55,100.00",,0.00
0010008247,AZZURRA PHARMACONUTRITION PVT LTD,Ex,0000001101,0400001720,UE,,31-03-2020,OB,31-03-2020,"1,96,788.00","1,450","1,96,788.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,96,788.00",,0.00
0010005875,FDC LIMITED,IV,0000001102,0400001723,UE,,06-10-2021,AHC/2122/503,06-10-2021,619.00,896,619.00,0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,619.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001724,UE,,10-10-2021,AHC/2122/517,10-10-2021,"11,68,644.00",892,"11,68,644.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,68,644.00",,0.00
0010006940,BUREAU OF PHARMA PUBLIC SECTOR,Ex,0000001102,0400001725,UE,,12-10-2021,AHC/2122/518,12-10-2021,"2,75,520.00",890,"2,75,520.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"2,75,520.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001726,UE,,12-10-2021,AHC/2122/521,12-10-2021,"8,39,570.00",890,"8,39,570.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"8,39,570.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001727,UE,,28-10-2021,AHC/2122/531,28-10-2021,"6,53,327.00",874,"6,53,327.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"6,53,327.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001728,UE,,29-10-2021,AHC/2122/534,29-10-2021,"25,14,642.00",873,"25,14,642.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"25,14,642.00",,0.00
0010007631,ALKEM LABORATORIES LIMITED,Ge,0000001102,0400001729,UE,,30-10-2021,AHC/2122/536,30-10-2021,"11,284.23",872,"11,284.23",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,284.23",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001730,UE,,30-10-2021,AHC/2122/538,30-10-2021,"34,74,579.00",872,"34,74,579.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"34,74,579.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001731,UE,,31-10-2021,AHC/2122/540,31-10-2021,"2,45,477.00",871,"2,45,477.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"2,45,477.00",,0.00
0010006862,BIOREX HEALTHCARE PRIVATE LTD.,Ge,0000001102,0400001732,UE,,01-11-2021,AHC/2122/544,01-11-2021,"1,23,907.00",870,"1,23,907.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,23,907.00",,0.00
0010007631,ALKEM LABORATORIES LIMITED,Ge,0000001102,0400001733,UE,,06-02-2018,AHS/17-18/099,06-02-2018,"28,645.56","2,234","28,645.56",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"28,645.56",,0.00
0010007631,ALKEM LABORATORIES LIMITED,Ge,0000001102,0400001734,UE,,23-04-2019,AHS/1920/010,23-04-2019,"53,734.04","1,793","53,734.04",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"53,734.04",,0.00
0010007631,ALKEM LABORATORIES LIMITED,Ge,0000001102,0400001735,UE,,23-07-2019,AHS/1920/046,23-07-2019,"10,541.45","1,702","10,541.45",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"10,541.45",,0.00
0010006368,DANEESHA ENTERPRISES,Ge,0000001102,0400001742,UE,,12-10-2020,AHS/2021/112,12-10-2020,"7,67,693.00","1,255","7,67,693.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"7,67,693.00",,0.00
0010006368,DANEESHA ENTERPRISES,Ge,0000001102,0400001743,UE,,07-01-2021,AHS/2021/257,07-01-2021,"7,15,680.00","1,168","7,15,680.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"7,15,680.00",,0.00
0010006940,BUREAU OF PHARMA PUBLIC SECTOR,Ex,0000001102,0400001744,UE,,05-03-2021,AHS/2021/429,05-03-2021,"1,50,508.00","1,111","1,50,508.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,50,508.00",,0.00
0010006862,BIOREX HEALTHCARE PRIVATE LTD.,Ge,0000001102,0400001780,UE,,16-04-2021,AHS/2122/035,16-04-2021,"1,52,886.00","1,069","1,52,886.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,52,886.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001807,UE,,18-06-2021,AHS/2122/192,18-06-2021,"11,98,803.00","1,006","11,98,803.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,98,803.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001837,UE,,30-06-2021,AHS/2122/237,30-06-2021,"38,17,219.00",994,"38,17,219.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"38,17,219.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001838,UE,,30-06-2021,AHS/2122/238,30-06-2021,"9,49,701.00",994,"9,49,701.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"9,49,701.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001842,UE,,01-07-2021,AHS/2122/257,01-07-2021,"28,896.00",993,"28,896.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"28,896.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001858,UE,,12-07-2021,AHS/2122/293,12-07-2021,"9,19,723.00",982,"9,19,723.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"9,19,723.00",,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001102,0400001907,UE,,31-07-2021,AHS/2122/357,31-07-2021,"2,49,564.00",963,"2,49,564.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"2,49,564.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001908,UE,,31-07-2021,AHS/2122/360,31-07-2021,"13,63,044.00",963,"13,63,044.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"13,63,044.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001910,UE,,14-08-2021,AHS/2122/376,14-08-2021,"8,72,801.00",949,"8,72,801.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"8,72,801.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001939,UE,,24-08-2021,AHS/2122/409,24-08-2021,"22,46,004.00",939,"22,46,004.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"22,46,004.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001944,UE,,26-08-2021,AHS/2122/414,26-08-2021,"6,62,256.00",937,"6,62,256.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"6,62,256.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001957,UE,,30-08-2021,AHS/2122/428,30-08-2021,"20,58,291.00",933,"20,58,291.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"20,58,291.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001962,UE,,31-08-2021,AHS/2122/433,31-08-2021,"2,84,760.00",932,"2,84,760.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"2,84,760.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001971,UE,,04-09-2021,AHS/2122/443,04-09-2021,"11,38,567.00",928,"11,38,567.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,38,567.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001974,UE,,13-09-2021,AHS/2122/450,13-09-2021,"4,74,423.00",919,"4,74,423.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"4,74,423.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001977,UE,,18-09-2021,AHS/2122/459,18-09-2021,"47,74,840.00",914,"47,74,840.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"47,74,840.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001978,UE,,21-09-2021,AHS/2122/460,21-09-2021,"5,80,751.00",911,"5,80,751.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"5,80,751.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001983,UE,,22-09-2021,AHS/2122/468,22-09-2021,"1,63,184.00",910,"1,63,184.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,63,184.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400001984,UE,,25-09-2021,AHS/2122/469,25-09-2021,"23,31,814.00",907,"23,31,814.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"23,31,814.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002007,UE,,29-09-2021,AHS/2122/495,29-09-2021,"33,22,528.00",903,"33,22,528.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"33,22,528.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002009,UE,,30-09-2021,AHS/2122/499,30-09-2021,"47,62,221.00",902,"47,62,221.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"47,62,221.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002016,UE,,13-11-2021,AHS/2122/556,13-11-2021,"15,51,079.00",858,"15,51,079.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"15,51,079.00",,0.00
0010006940,BUREAU OF PHARMA PUBLIC SECTOR,Ex,0000001102,0400002019,UE,,15-11-2021,AHS/2122/559,15-11-2021,"10,84,720.00",856,"10,84,720.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"10,84,720.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002025,UE,,19-11-2021,AHS/2122/566,19-11-2021,"18,64,447.00",852,"18,64,447.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"18,64,447.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002027,UE,,22-11-2021,AHS/2122/570,22-11-2021,"18,16,532.00",849,"18,16,532.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"18,16,532.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002038,UE,,27-11-2021,AHS/2122/585,27-11-2021,"19,60,561.00",844,"19,60,561.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"19,60,561.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002043,UE,,30-11-2021,AHS/2122/590,30-11-2021,"4,71,858.00",841,"4,71,858.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"4,71,858.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002056,UE,,04-12-2021,AHS/2122/604,04-12-2021,"13,80,023.00",837,"13,80,023.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"13,80,023.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002060,UE,,14-12-2021,AHS/2122/615,14-12-2021,"22,12,017.00",827,"22,12,017.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"22,12,017.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002065,UE,,17-12-2021,AHS/2122/620,17-12-2021,"35,45,941.00",824,"35,45,941.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"35,45,941.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002069,UE,,22-12-2021,AHS/2122/624,22-12-2021,"19,50,127.00",819,"19,50,127.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"19,50,127.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002073,UE,,27-12-2021,AHS/2122/629,27-12-2021,"27,41,186.56",814,"27,41,186.56",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"27,41,186.56",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002080,UE,,27-12-2021,AHS/2122/636,27-12-2021,"1,61,346.00",814,"1,61,346.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,61,346.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002085,UE,,31-12-2021,AHS/2122/642,31-12-2021,"14,41,004.00",810,"14,41,004.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"14,41,004.00",,0.00
0010005875,FDC LIMITED,IV,0000001102,0400002087,UE,,10-01-2022,AHS/2122/644,10-01-2022,631.00,800,631.00,0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,631.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002090,UE,,12-01-2022,AHS/2122/647,12-01-2022,"11,17,501.00",798,"11,17,501.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,17,501.00",,0.00
0010005875,FDC LIMITED,IV,0000001102,0400002091,UE,,13-01-2022,AHS/2122/649,13-01-2022,631.00,797,631.00,0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,631.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002092,UE,,15-01-2022,AHS/2122/651,15-01-2022,"12,49,324.00",795,"12,49,324.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"12,49,324.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002093,UE,,15-01-2022,AHS/2122/652,15-01-2022,"7,09,953.00",795,"7,09,953.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"7,09,953.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002106,UE,,22-01-2022,AHS/2122/666,22-01-2022,"7,72,649.00",788,"7,72,649.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"7,72,649.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002107,UE,,22-01-2022,AHS/2122/667,22-01-2022,"4,05,569.00",788,"4,05,569.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"4,05,569.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002110,UE,,25-01-2022,AHS/2122/670,25-01-2022,"85,064.00",785,"85,064.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"85,064.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002111,UE,,25-01-2022,AHS/2122/671,25-01-2022,"4,64,351.00",785,"4,64,351.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"4,64,351.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002118,UE,,31-01-2022,AHS/2122/679,31-01-2022,"1,93,760.00",779,"1,93,760.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,93,760.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0400002120,UE,,31-01-2022,AHS/2122/681,31-01-2022,"10,37,453.00",779,"10,37,453.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"10,37,453.00",,0.00
0010002206,SHEOSONS INDIA,CC,0000001200,0400005228,UE,,31-12-2021,003_269,31-12-2021,"17,920.00",810,"17,920.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"17,920.00",,0.00
0010005967,GANGESH PHARMA PVT. LTD.,Ge,0000001200,0400005230,UE,,04-01-2022,005_434,04-01-2022,"1,79,200.00",806,"1,79,200.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,79,200.00",,0.00
0010005907,GANDHI BROTHERS,CC,0000001200,0400005236,UE,,08-01-2022,013_401,08-01-2022,"5,05,702.00",802,"5,05,702.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"5,05,702.00",,0.00
0010002206,SHEOSONS INDIA,CC,0000001200,0400005237,UE,,10-01-2022,014_270,10-01-2022,"1,52,519.00",800,"1,52,519.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,52,519.00",,0.00
0010003968,MEDPRO AGENCIES PVT LTD,CC,0000001200,0400005244,UE,,12-01-2022,023_502,12-01-2022,"49,280.00",798,"49,280.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"49,280.00",,0.00
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0400005245,UE,,12-01-2022,024_126,12-01-2022,"20,886.00",798,"20,886.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"20,886.00",,0.00
0010003968,MEDPRO AGENCIES PVT LTD,CC,0000001200,0400005247,UE,,12-01-2022,026_503,12-01-2022,"8,84,218.00",798,"8,84,218.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"8,84,218.00",,0.00
0010003968,MEDPRO AGENCIES PVT LTD,CC,0000001200,0400005257,UE,,19-01-2022,039_504,19-01-2022,"67,200.00",791,"67,200.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"67,200.00",,0.00
0010005967,GANGESH PHARMA PVT. LTD.,Ge,0000001200,0400005258,UE,,19-01-2022,040_435,19-01-2022,"67,200.00",791,"67,200.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"67,200.00",,0.00
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0400005260,UE,,19-01-2022,042_128,19-01-2022,"67,200.00",791,"67,200.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"67,200.00",,0.00
0010004040,MICROPARK LOGISTICS PVT LTD,Ge,0000001200,0400005267,UE,,21-01-2022,051_129,21-01-2022,"21,773.00",789,"21,773.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"21,773.00",,0.00
0010003968,MEDPRO AGENCIES PVT LTD,CC,0000001200,0400005274,UE,,24-01-2022,060_505,24-01-2022,"67,133.00",786,"67,133.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"67,133.00",,0.00
0010005967,GANGESH PHARMA PVT. LTD.,Ge,0000001200,0400005281,UE,,25-01-2022,068_436,25-01-2022,"1,56,800.00",785,"1,56,800.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,56,800.00",,0.00
0010005907,GANDHI BROTHERS,CC,0000001200,0400005301,UE,,31-01-2022,093_404,31-01-2022,"51,103.00",779,"51,103.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"51,103.00",,0.00
0010001823,SHRI SAI MEDICOSE,Et,0000001200,0400005305,UE,,30-12-2021,100_810,30-12-2021,"12,815.00",811,"12,815.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"12,815.00",,0.00
0010002797,RADHEYA MEDICAL AGENCIES,,0000001200,0400005309,UE,,30-12-2021,102_769,30-12-2021,"47,450.00",811,"47,450.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"47,450.00",,0.00
0010002485,SADA SHIV DISTRIBUTOR,Et,0000001200,0400005311,UE,,30-12-2021,103_791,30-12-2021,"17,298.00",811,"17,298.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"17,298.00",,0.00
0010002797,RADHEYA MEDICAL AGENCIES,,0000001200,0400005317,UE,,30-12-2021,106_770,30-12-2021,"6,696.00",811,"6,696.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"6,696.00",,0.00
0010002485,SADA SHIV DISTRIBUTOR,Et,0000001200,0400005319,UE,,30-12-2021,107_792,30-12-2021,"11,160.00",811,"11,160.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"11,160.00",,0.00
0010006747,BEENA MEDICAL AGENCIES,Et,0000001200,0400005327,UE,,30-12-2021,110_709,30-12-2021,"14,328.00",811,"14,328.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"14,328.00",,0.00
0010003389,PRAMILIJA MEDICOS PRIVATE LIMITED,Et,0000001200,0400005331,UE,,31-12-2021,112_759,31-12-2021,"25,926.00",810,"25,926.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"25,926.00",,0.00
0010002988,RANI SATI MEDICAL AGENCY,Et,0000001200,0400005333,UE,,31-12-2021,113_775,31-12-2021,"7,398.00",810,"7,398.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"7,398.00",,0.00
0010005310,KAMLESH MEDICAL AGENCY,Et,0000001200,0400005339,UE,,11-01-2022,116_723,11-01-2022,"8,960.00",799,"8,960.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"8,960.00",,0.00
0010006177,GUNNIA PHARMACEUTICALS,Et,0000001200,0400005347,UE,,17-11-2021,11_715,17-11-2021,"34,278.00",854,"34,278.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"34,278.00",,0.00
0010002797,RADHEYA MEDICAL AGENCIES,,0000001200,0400005369,UE,,29-01-2022,137_771,29-01-2022,"66,517.00",781,"66,517.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"66,517.00",,0.00
0010003389,PRAMILIJA MEDICOS PRIVATE LIMITED,Et,0000001200,0400005370,UE,,29-01-2022,138_760,29-01-2022,"22,320.00",781,"22,320.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"22,320.00",,0.00
0010003389,PRAMILIJA MEDICOS PRIVATE LIMITED,Et,0000001200,0400005371,UE,,29-01-2022,139_761,29-01-2022,"24,120.00",781,"24,120.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"24,120.00",,0.00
0010006362,D P PHARMA,Et,0000001200,0400005372,UE,,18-11-2021,13_550,18-11-2021,"74,752.00",853,"74,752.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"74,752.00",,0.00
0010007633,ALLAHABAD DRUGS,Et,0000001200,0400005375,UE,,29-01-2022,141_682,29-01-2022,"95,376.00",781,"95,376.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"95,376.00",,0.00
0010002797,RADHEYA MEDICAL AGENCIES,,0000001200,0400005396,UE,,31-01-2022,159_772,31-01-2022,"5,040.00",779,"5,040.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"5,040.00",,0.00
0010002287,SHIVAM DISTRIBUTORS,CC,0000001200,0400005399,UE,,27-01-2022,15_665,27-01-2022,"19,824.00",783,"19,824.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"19,824.00",,0.00
0010005310,KAMLESH MEDICAL AGENCY,Et,0000001200,0400005409,UE,,31-01-2022,167_724,31-01-2022,"45,173.00",779,"45,173.00",0.00,UE,,,,,0.00,0.00,0.00,0.00,0.00,0.00,"45,173.00",,0.00
